name,lastname,gender,ethnicity,language,month,day,year
Michael,Anderson,male,White,english,July,22,1965
Diana,Lopez,female,Other,spanish,August,14,1992
Andrew,Collins,male,White,french,July,1,1966
Jimmy,Moore,male,Other,other,December,1,1959
Stacey,Clark,female,Other,spanish,February,5,1950
Steven,Butler,male,Other,spanish,February,15,1961
Tom,Lopez,male,Other,other,December,4,1964
Riley,Collins,female,Other,other,April,2,1957
Sara,Butler,female,African_American,english,July,28,1990
Michael,Taylor,male,White,french,June,7,1968
Andrea,Butler,female,African_American,french,November,12,1954
Jacky,Dotts,female,Hispanic,spanish,March,23,1986
Riley,Smith,female,Other,spanish,December,24,1971
Jason,Franklin,male,Other,english,July,10,1996
Brian,Clark,male,Other,english,April,8,1990
Donna,Wilson,female,White,french,March,5,1952
Steven,Anthony,male,White,english,July,26,1955
Riley,Adams,male,White,other,January,7,1963
Alexis,Clark,male,White,english,May,5,1978
Jimmy,Dick,male,White,other,January,13,1997
Emily,Jackson,female,White,french,June,4,1975
Ryan,Jackson,male,Other,spanish,November,5,1972
Mark,Adams,male,White,other,November,26,1954
Paul,Douglas,male,Other,french,December,17,1985
Riley,Franklin,female,White,other,January,11,1972
Donald,Lewis,male,African_American,french,January,5,1970
Gerald,Thompson,male,Other,french,January,22,1973
Alexandra,Lopez,male,White,spanish,August,6,1974
Hunter,Brown,male,Other,french,May,4,1954
Mark,Collins,male,Other,other,July,24,1964
Madison,Phillips,female,White,other,May,1,1983
Diana,Western,female,White,other,March,10,1962
Tom,Morrow,male,White,other,December,4,1976
Stacey,Wilson,female,Other,other,September,13,1974
Joseph,Collins,male,Other,other,June,29,1957
Steven,Howard,male,Other,english,July,26,1956
Jimmy,Butler,male,Other,spanish,February,19,1981
Tom,Curry,male,African_American,english,June,1,1989
Don,Lopez,male,White,french,July,31,1958
Katelyn,Douglas,female,Hispanic,spanish,February,4,1965
Alexis,Walker,female,Other,other,August,1,1964
Max,Evans,male,Hispanic,spanish,December,18,1963
Dean,Carter,male,Other,spanish,July,4,1967
Andrea,Dotts,female,Other,french,November,12,1963
Alex,Franklin,female,Other,french,June,27,1956
Alex,Dotts,female,African_American,other,November,27,1997
Kevin,Miller,male,White,other,April,30,1981
Marcy,Lewis,female,African_American,other,August,30,1967
Carol,Curry,female,African_American,english,February,29,1951
Brad,Casey,male,African_American,other,December,7,1969
Gabrielle,Casey,female,White,other,June,15,1970
Andy,Swift,male,African_American,french,May,27,1978
Tom,Walsh,male,Other,english,September,8,1987
Tom,Walker,male,African_American,other,June,1,1960
Don,Thompson,male,Hispanic,spanish,July,31,1964
Valerie,Walter,female,Other,other,October,18,1989
Emily,Phillips,female,Other,spanish,September,31,1977
Sara,Douglas,female,White,english,April,15,1965
Peter,Jackson,male,White,french,December,3,1975
Dean,Butler,male,African_American,english,July,4,1990
Matthew,Thomas,male,African_American,other,April,20,1977
Jimmy,Walsh,male,Other,english,January,13,1972
Stephen,Smith,male,White,french,May,28,1962
Madison,Wang,female,White,english,June,21,1983
Marcy,Walter,female,Hispanic,spanish,May,15,1987
Tyler,Dotts,male,Other,french,April,7,1963
Linda,Phillips,female,White,other,May,14,1983
Valerie,Butler,female,African_American,other,January,29,1977
Michael,Collins,male,Other,english,July,22,1964
Gabrielle,Tyler,female,White,english,June,15,1997
Walter,Casey,,African_American,spanish,November,10,1960
Ivy,Collins,female,Other,other,August,6,1964
Hunter,Adams,female,Hispanic,spanish,November,22,1973
Brian,OBrien,male,White,other,May,10,1954
Joseph,Thomas,male,African_American,french,November,11,1974
Gael,Western,male,Other,spanish,December,24,1977
Alexander,Tyler,male,Hispanic,spanish,February,2,1958
Hector,Walker,male,African_American,french,July,17,1952
Natalie,Davis,female,Hispanic,spanish,October,6,1980
Jimmy,Clark,male,Other,spanish,August,8,1956
Katelyn,Reynolds,,Hispanic,other,November,19,1956
Brett,White,male,Other,french,September,16,1986
Kevin,Wang,male,White,french,April,30,1972
April,Lopez,female,White,french,March,21,1958
Sara,Evans,female,White,other,December,7,1958
Hector,Morrow,male,Other,spanish,October,10,1962
Steven,Swift,male,Other,french,March,25,1950
Carl,Wang,male,African_American,french,September,14,1957
Natalie,Reynolds,male,Hispanic,other,April,1,1960
Blake,Taylor,female,Hispanic,other,August,29,1960
Donna,Thomas,female,Other,spanish,March,5,1950
Ivy,Walker,female,African_American,other,December,31,1965
Gracie,Lewis,female,White,english,December,2,1984
Alexander,White,male,Other,french,October,31,1986
Blake,OBrien,male,Other,other,June,17,1965
Gracie,Lopez,female,White,english,October,13,1965
George,Anthony,male,White,french,August,11,1976
Georgia,Lewis,female,African_American,other,April,19,1977
Enrique,Evans,male,African_American,english,March,19,1969
Charles,Howard,,White,english,December,11,1983
Riley,Lee,male,White,other,August,5,1985
Gael,Martin,male,White,english,December,24,1960
Sheila,OBrien,female,Other,other,August,31,1965
Jimmy,Swift,male,Other,french,January,13,1958
Enrique,Anthony,male,African_American,english,December,12,1992
Paul,Clark,male,Other,english,June,24,1990
Paula,Curry,female,Other,other,February,14,1992
Katelyn,Johnson,female,White,other,July,28,1973
Franklin,Gardner,male,White,english,September,31,1960
Tyler,Moore,male,Hispanic,spanish,April,7,1972
Michael,Carter,male,African_American,english,July,22,1988
Franklin,Swift,male,Other,french,September,31,1987
Peter,Anthony,male,Other,other,December,14,1987
Elizabeth,Scott,female,African_American,other,April,7,1962
Hunter,Swift,male,White,english,January,14,1986
Marcy,Walter,female,Hispanic,spanish,August,30,1987
Alex,Lewis,female,White,other,January,5,1961
Carla,Butler,female,African_American,other,July,14,1977
Kevin,Martin,male,White,english,November,26,1960
Marcy,Scott,female,African_American,other,August,30,1962
Travis,Walker,male,White,other,June,7,1958
Eva,Swift,female,Other,french,January,14,1956
Franklin,Davis,male,White,french,January,15,1966
Isabel,Adams,,White,english,February,27,1980
Nicole,Swift,female,Other,french,February,8,1956
Carol,Swift,female,Other,french,January,14,1956
Kevin,Clark,male,Other,spanish,July,10,1950
Matthew,Brooks,male,Other,spanish,April,20,1957
Travis,Curry,male,White,english,June,7,1981
Matthew,White,male,Other,french,December,26,1985
Carlos,Lopez,male,Other,other,September,29,1964
Andrea,Marshall,female,White,french,November,12,1959
Georgia,Phillips,female,Other,english,September,23,1961
Brian,Howard,male,African_American,english,May,19,1997
Robert,Taylor,male,Other,english,December,19,1955
Edward,Butler,male,African_American,english,June,30,1990
Alex,Young,female,White,english,September,26,1993
Alex,Wang,female,White,french,May,17,1972
Blake,Tyler,female,Hispanic,spanish,March,8,1958
Joe,Curry,male,Hispanic,spanish,April,20,1996
Alexander,Jones,male,Other,english,October,31,1956
Steven,Lopez,male,African_American,english,February,21,1973
Blake,Butler,female,Other,spanish,January,22,1961
Gerald,Butler,male,African_American,other,May,10,1977
Carlos,OBrien,male,Other,english,November,2,1956
Brett,Evans,male,Other,other,January,1,1982
Peter,Butler,male,African_American,english,June,23,1990
Stephanie,Smith,female,African_American,other,July,11,1959
Sheila,Martin,female,White,french,March,25,1955
Carla,Lopez,female,White,english,November,22,1965
Brett,Curry,male,African_American,other,August,30,1977
Michael,Gardner,male,White,english,July,22,1960
Tom,Butler,male,African_American,other,September,8,1977
Blake,Adams,female,Hispanic,spanish,June,4,1973
Nicole,Lopez,female,Other,other,April,18,1964
Kevin,Walker,male,Other,french,August,16,1954
Max,Moore,male,White,english,April,30,1951
Emily,Wilson,female,White,french,June,4,1952
Donald,Miller,male,Hispanic,spanish,January,5,1967
Madison,Casey,female,Hispanic,spanish,September,13,1956
Joseph,Franklin,male,White,other,September,7,1964
Alex,Gardner,male,African_American,english,June,15,1991
Veronica,Thompson,female,Other,french,June,9,1973
Kevin,Reynolds,male,African_American,english,February,17,1963
Chris,Hall,male,Other,spanish,December,20,1976
Jake,Dick,,White,french,February,18,1972
Brian,Davis,male,Other,other,August,22,1980
Charles,Jackson,male,African_American,english,May,4,1979
Madison,Thomas,female,White,french,January,21,1959
Steven,Scott,male,Other,other,July,26,1979
Alexis,Dotts,female,African_American,other,April,15,1997
Carlos,Anthony,male,Other,other,July,22,1997
Carol,Davis,female,White,other,April,19,1962
Hunter,Marshall,male,Other,english,March,26,1983
Danielle,Carter,female,White,other,May,30,1979
Peter,Lewis,male,African_American,french,February,31,1984
Madison,Lewis,female,White,french,May,1,1960
Riley,Lewis,male,African_American,french,January,7,1984
Brett,Swift,male,Other,french,September,12,1987
Jimmy,Howard,male,Hispanic,spanish,February,19,1980
Paula,Douglas,male,Other,other,July,22,1966
Eva,Jones,female,Other,other,December,8,1964
Carla,Harris,female,White,french,June,27,1964
Stephen,Anthony,male,Other,other,May,28,1997
Jimmy,Brown,male,Hispanic,other,February,1,1991
Riley,Wilson,female,White,french,March,19,1952
Marcy,Martin,female,White,english,November,21,1959
Alexander,Martin,male,Hispanic,spanish,February,2,1969
Gael,Butler,male,African_American,other,November,30,1977
Paul,Curry,male,White,other,December,17,1954
Walter,Collins,male,Other,spanish,May,7,1967
Blake,Evans,female,Other,other,August,29,1982
Enrique,Davis,male,White,other,May,12,1953
Alex,Anderson,male,White,english,November,12,1965
Alexander,Brooks,male,Other,french,October,31,1969
John,Jones,male,White,french,May,19,1990
Marcy,Walker,female,White,english,February,14,1972
Max,Anthony,male,African_American,english,April,30,1970
Nathan,Clark,male,African_American,other,October,2,1982
Carol,Dick,female,White,english,February,29,1965
Georgia,Taylor,female,White,english,February,5,1966
Barbara,Evans,female,Other,other,December,5,1982
Carla,Curry,female,Other,french,November,22,1969
Gracie,Dotts,female,African_American,other,July,4,1952
Hunter,Taylor,male,Hispanic,spanish,March,26,1962
Jimmy,Curry,male,Other,french,December,1,1969
George,Miller,male,African_American,english,May,13,1992
Mark,Wilson,male,Other,english,January,25,1988
Alex,Davis,female,White,french,January,13,1966
Sheila,Jackson,female,White,english,September,18,1952
Franklin,Taylor,male,Other,english,August,9,1980
Blake,OBrien,female,White,other,March,8,1985
Donna,Casey,female,Other,french,January,12,1960
Sheila,Douglas,female,Other,french,September,15,1985
Donald,Western,male,African_American,english,February,24,1996
Alex,Evans,female,Other,spanish,September,13,1951
Emily,Western,female,Other,english,July,2,1961
Carlos,Thomas,male,African_American,other,July,22,1977
Sara,Moore,female,Other,other,December,9,1959
Caleb,Morrow,male,Hispanic,spanish,December,25,1995
Natalie,Walker,female,Other,spanish,October,6,1983
Diana,Swift,female,Other,spanish,December,26,1968
George,Walter,male,Other,other,May,13,1989
Katy,Moore,female,Other,english,March,14,1952
Anthony,Taylor,male,Other,english,August,24,1955
Blake,Lopez,male,Other,other,April,31,1964
Hunter,Dick,female,White,other,December,17,1977
Emily,Casey,female,White,other,November,22,1970
Sheila,Lewis,female,African_American,other,February,5,1977
Andrew,Morrow,male,White,other,July,1,1969
Stephen,Hodge,male,African_American,english,April,25,1992
Stacey,Wang,female,Other,spanish,December,25,1962
Stephanie,Casey,female,African_American,french,July,11,1960
Madison,Hodge,female,Other,spanish,January,31,1951
Jacky,Hodge,female,Other,english,December,14,1958
Mark,Scott,male,African_American,french,October,31,1972
Brian,Phillips,male,Other,english,August,22,1961
Alexis,Swift,male,Other,french,August,3,1950
Mark,Young,male,Hispanic,spanish,March,6,1984
Gracie,Lewis,female,Hispanic,spanish,July,22,1993
Ryan,Gardner,male,African_American,english,November,5,1991
Robert,Morrow,male,White,english,November,31,1984
Peter,Reynolds,male,African_American,english,February,19,1963
Jake,Dick,male,White,other,November,1,1977
Peter,Reynolds,male,Hispanic,spanish,December,3,1975
George,Casey,male,African_American,french,May,19,1972
Carl,Wang,male,White,french,September,14,1972
Brenda,Franklin,female,Other,french,December,24,1956
Bella,Douglas,,Hispanic,english,February,14,1985
Carl,Carter,male,White,other,April,3,1979
Paul,Morrow,male,Hispanic,spanish,February,13,1995
Mark,Swift,male,Other,french,January,25,1987
Madison,Johnson,female,Other,french,April,14,1979
Michael,Lee,male,Other,english,June,7,1968
Kevin,Franklin,male,African_American,english,May,9,1950
Paul,Dotts,male,Other,spanish,February,13,1993
Stephen,Johnson,male,White,other,October,30,1973
Edward,Tyler,male,Hispanic,spanish,January,21,1969
Blake,Thomas,female,White,french,August,29,1959
Kevin,Walter,male,Other,english,November,10,1981
Danielle,Anderson,female,White,english,May,24,1965
Stephen,Anderson,male,Hispanic,spanish,May,28,1955
Jason,Davis,male,Other,other,January,25,1980
Elizabeth,Dotts,female,African_American,other,November,27,1952
Andy,Moore,male,White,french,February,6,1968
Chris,Butler,male,White,english,December,20,1992
Luke,Adams,male,White,other,February,8,1989
Katelyn,Douglas,female,White,english,August,16,1965
Gerald,Walker,male,White,english,April,20,1966
Diana,Butler,female,African_American,english,February,29,1990
Georgia,Young,female,Other,english,July,3,1989
Gerald,Phillips,male,Other,spanish,May,24,1992
Riley,Lopez,female,Hispanic,spanish,February,2,1976
Steven,Anthony,male,Other,english,July,26,1953
Nicole,OBrien,female,White,other,January,19,1985
Brad,Lewis,male,African_American,other,August,3,1967
Dean,Anthony,male,African_American,english,February,21,1970
Hector,Douglas,male,African_American,other,July,17,1988
Madison,Walter,female,African_American,english,April,14,1974
Valerie,Walter,female,Other,french,October,18,1996
Gael,Carter,male,Other,spanish,November,30,1967
Alexis,Moore,male,Other,english,May,5,1952
Elizabeth,Wilson,female,Other,other,July,3,1974
Karla,Thomas,female,African_American,french,September,11,1995
Georgia,Swift,female,Hispanic,spanish,September,23,1979
Stacey,Curry,female,White,english,June,1,1970
Riley,Curry,female,White,english,April,1,1981
Paul,Wang,male,Other,french,June,10,1993
Gael,Tyler,male,Hispanic,spanish,November,30,1958
Alexis,Swift,male,African_American,french,November,29,1977
